Hour,Wind speed (m/s)_clipped,Visibility (10m)_clipped,Dew point temperature(°C)_clipped,Solar Radiation (MJ/m2)_clipped,Rainfall(mm)_clipped,Snowfall (cm)_clipped,Seasons,Holiday,Functioning Day,month,day
18,2.4,1982,2.8,0.6,0.0,0.0,Spring,No Holiday,Yes,May,3
19,3.6,1919,2.7,0.45,0.0,0.0,Spring,No Holiday,Yes,May,3
20,3.2,1935,1.5,0.02,0.0,0.0,Spring,No Holiday,Yes,May,3
21,1.9,1918,1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,3
22,2.3,1684,3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,3
23,2.1,1694,3.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,3
0,2.1,1653,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
1,2.1,1610,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
2,1.5,1654,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
3,0.9,1685,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
4,1.1,1737,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
5,0.8,1896,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
6,1.7,1903,0.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
7,2.1,1912,0.8,0.32,0.0,0.0,Spring,No Holiday,Yes,May,4
8,1.2,1788,0.0,1.04,0.0,0.0,Spring,No Holiday,Yes,May,4
9,1.9,1893,1.3,1.78,0.0,0.0,Spring,No Holiday,Yes,May,4
10,2.9,1629,1.3,2.325,0.0,0.0,Spring,No Holiday,Yes,May,4
11,3.6,1731,1.5,2.325,0.0,0.0,Spring,No Holiday,Yes,May,4
12,4.3999999999999995,1874,0.9,2.325,0.0,0.0,Spring,No Holiday,Yes,May,4
13,3.8,1854,0.9,2.325,0.0,0.0,Spring,No Holiday,Yes,May,4
14,4.3999999999999995,1940,1.2,2.325,0.0,0.0,Spring,No Holiday,Yes,May,4
15,3.8,1898,-0.1,2.325,0.0,0.0,Spring,No Holiday,Yes,May,4
16,4.3999999999999995,1891,0.6,2.325,0.0,0.0,Spring,No Holiday,Yes,May,4
17,4.3999999999999995,1925,0.2,1.86,0.0,0.0,Spring,No Holiday,Yes,May,4
18,3.4,1961,1.4,1.11,0.0,0.0,Spring,No Holiday,Yes,May,4
19,2.6,1782,3.9,0.34,0.0,0.0,Spring,No Holiday,Yes,May,4
20,3.4,1940,2.6,0.01,0.0,0.0,Spring,No Holiday,Yes,May,4
21,1.9,1805,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
22,2.0,1775,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
23,2.5,1843,4.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,4
0,1.2,1718,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
1,1.3,1820,3.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
2,1.1,1948,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
3,1.1,1904,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
4,1.6,1939,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
5,2.3,1961,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
6,2.1,1972,3.5,0.02,0.0,0.0,Spring,No Holiday,Yes,May,5
7,2.3,1952,4.0,0.29,0.0,0.0,Spring,No Holiday,Yes,May,5
8,2.3,1907,4.3,0.92,0.0,0.0,Spring,No Holiday,Yes,May,5
9,2.6,1628,5.6,1.52,0.0,0.0,Spring,No Holiday,Yes,May,5
10,2.9,1755,6.2,2.17,0.0,0.0,Spring,No Holiday,Yes,May,5
11,3.1,1789,6.5,2.325,0.0,0.0,Spring,No Holiday,Yes,May,5
12,3.4,1586,5.7,2.325,0.0,0.0,Spring,No Holiday,Yes,May,5
13,3.4,1794,6.4,2.325,0.0,0.0,Spring,No Holiday,Yes,May,5
14,3.3,1829,6.8,2.325,0.0,0.0,Spring,No Holiday,Yes,May,5
15,4.3999999999999995,1876,4.6,2.325,0.0,0.0,Spring,No Holiday,Yes,May,5
16,4.3999999999999995,1787,4.6,1.49,0.0,0.0,Spring,No Holiday,Yes,May,5
17,3.9,1948,4.5,1.68,0.0,0.0,Spring,No Holiday,Yes,May,5
18,3.4,1953,4.5,0.79,0.0,0.0,Spring,No Holiday,Yes,May,5
19,3.5,1952,8.9,0.28,0.0,0.0,Spring,No Holiday,Yes,May,5
20,2.0,1841,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
21,3.1,1924,10.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
22,2.7,1830,11.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
23,3.6,1757,11.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,5
0,3.3,1654,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
1,1.6,1328,12.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
2,2.1,768,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
3,1.7,400,15.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
4,0.4,268,14.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
5,0.3,208,14.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
6,0.3,225,14.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
7,0.5,311,14.6,0.03,0.0,0.0,Spring,No Holiday,Yes,May,6
8,1.0,414,14.7,0.08,0.0,0.0,Spring,No Holiday,Yes,May,6
9,0.8,413,14.9,0.18,0.0,0.0,Spring,No Holiday,Yes,May,6
10,0.6,374,14.9,0.38,0.0,0.0,Spring,No Holiday,Yes,May,6
11,0.8,459,15.0,0.4,0.0,0.0,Spring,No Holiday,Yes,May,6
12,1.1,568,15.0,0.5,0.0,0.0,Spring,No Holiday,Yes,May,6
13,0.9,1947,15.4,0.78,0.0,0.0,Spring,No Holiday,Yes,May,6
14,1.3,2000,14.6,0.94,0.0,0.0,Spring,No Holiday,Yes,May,6
15,1.6,2000,13.7,1.13,0.0,0.0,Spring,No Holiday,Yes,May,6
16,1.7,2000,12.9,1.71,0.0,0.0,Spring,No Holiday,Yes,May,6
17,1.1,2000,12.6,1.74,0.0,0.0,Spring,No Holiday,Yes,May,6
18,1.0,2000,13.6,1.1,0.0,0.0,Spring,No Holiday,Yes,May,6
19,0.7,2000,13.3,0.33,0.0,0.0,Spring,No Holiday,Yes,May,6
20,1.2,2000,13.5,0.01,0.0,0.0,Spring,No Holiday,Yes,May,6
21,0.6,2000,13.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
22,1.2,2000,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
23,0.6,2000,13.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,6
0,0.9,2000,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,7
1,0.3,1858,12.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,7
2,0.4,1831,12.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,7
3,0.8,1822,11.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,7
4,0.8,1437,11.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,7
5,0.5,1412,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,7
6,0.8,1334,11.8,0.01,0.0,0.0,Spring,No Holiday,Yes,May,7
7,0.3,1991,10.9,0.13,0.0,0.0,Spring,No Holiday,Yes,May,7
8,0.3,1921,11.3,0.31,0.0,0.0,Spring,No Holiday,Yes,May,7
9,0.5,1835,10.8,0.67,0.0,0.0,Spring,No Holiday,Yes,May,7
10,0.6,1916,10.3,0.96,0.0,0.0,Spring,No Holiday,Yes,May,7
11,1.1,1894,7.8,2.325,0.0,0.0,Spring,No Holiday,Yes,May,7
12,0.8,1948,6.6,2.325,0.0,0.0,Spring,No Holiday,Yes,May,7
13,1.7,1897,10.7,2.325,0.0,0.0,Spring,No Holiday,Yes,May,7
14,1.2,1770,10.3,1.93,0.0,0.0,Spring,No Holiday,Yes,May,7
15,2.1,1478,9.3,1.85,0.0,0.0,Spring,No Holiday,Yes,May,7
16,2.2,1903,9.2,1.1,0.0,0.0,Spring,No Holiday,Yes,May,7
17,2.3,1974,7.1,1.5,0.0,0.0,Spring,No Holiday,Yes,May,7
18,2.4,1899,7.2,1.1,0.0,0.0,Spring,No Holiday,Yes,May,7
19,1.5,1929,11.8,0.4,0.0,0.0,Spring,No Holiday,Yes,May,7
20,2.7,1523,13.0,0.01,0.0,0.0,Spring,No Holiday,Yes,May,7
21,1.5,1297,12.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,7
22,1.7,1047,12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,7
23,1.5,978,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,7
0,0.8,1046,11.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,8
1,1.0,1600,9.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,8
2,1.3,1953,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,8
3,1.7,2000,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,8
4,1.6,2000,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,8
5,1.6,2000,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,8
6,1.5,2000,8.0,0.02,0.0,0.0,Spring,No Holiday,Yes,May,8
7,2.0,2000,7.5,0.35,0.0,0.0,Spring,No Holiday,Yes,May,8
8,1.7,2000,7.5,1.08,0.0,0.0,Spring,No Holiday,Yes,May,8
9,1.4,1955,8.1,1.74,0.0,0.0,Spring,No Holiday,Yes,May,8
10,1.9,2000,8.6,2.325,0.0,0.0,Spring,No Holiday,Yes,May,8
11,1.6,2000,8.6,2.325,0.0,0.0,Spring,No Holiday,Yes,May,8
12,2.1,1986,8.7,2.325,0.0,0.0,Spring,No Holiday,Yes,May,8
13,2.1,2000,8.9,2.325,0.0,0.0,Spring,No Holiday,Yes,May,8
14,1.7,2000,8.6,2.29,0.0,0.0,Spring,No Holiday,Yes,May,8
15,1.9,2000,7.7,2.16,0.0,0.0,Spring,No Holiday,Yes,May,8
16,1.7,2000,8.1,2.04,0.0,0.0,Spring,No Holiday,Yes,May,8
17,2.0,2000,6.7,1.17,0.0,0.0,Spring,No Holiday,Yes,May,8
18,1.4,2000,6.6,1.06,0.0,0.0,Spring,No Holiday,Yes,May,8
19,2.1,2000,4.7,0.37,0.0,0.0,Spring,No Holiday,Yes,May,8
20,1.8,2000,4.4,0.01,0.0,0.0,Spring,No Holiday,Yes,May,8
21,1.9,2000,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,8
22,2.2,2000,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,8
23,1.9,2000,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,8
0,1.9,2000,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,9
1,1.3,2000,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,9
2,1.1,2000,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,9
3,1.0,2000,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,9
4,1.5,2000,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,9
5,0.9,2000,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,9
6,1.0,2000,2.7,0.02,0.0,0.0,Spring,No Holiday,Yes,May,9
7,1.1,2000,2.3,0.36,0.0,0.0,Spring,No Holiday,Yes,May,9
8,1.6,2000,2.9,1.09,0.0,0.0,Spring,No Holiday,Yes,May,9
9,1.2,1899,2.9,1.77,0.0,0.0,Spring,No Holiday,Yes,May,9
10,1.4,1985,3.5,2.325,0.0,0.0,Spring,No Holiday,Yes,May,9
11,1.4,1955,3.8,2.325,0.0,0.0,Spring,No Holiday,Yes,May,9
12,1.9,1925,4.4,2.325,0.0,0.0,Spring,No Holiday,Yes,May,9
13,1.1,1933,4.5,2.325,0.0,0.0,Spring,No Holiday,Yes,May,9
14,2.2,1788,5.0,2.325,0.0,0.0,Spring,No Holiday,Yes,May,9
15,2.9,1733,5.1,2.325,0.0,0.0,Spring,No Holiday,Yes,May,9
16,2.7,1838,5.2,2.325,0.0,0.0,Spring,No Holiday,Yes,May,9
17,2.7,1967,4.7,1.82,0.0,0.0,Spring,No Holiday,Yes,May,9
18,2.3,2000,6.8,1.1,0.0,0.0,Spring,No Holiday,Yes,May,9
19,2.8,1988,7.2,0.4,0.0,0.0,Spring,No Holiday,Yes,May,9
20,1.9,2000,7.6,0.01,0.0,0.0,Spring,No Holiday,Yes,May,9
21,0.8,2000,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,9
22,2.6,2000,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,9
23,1.4,2000,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,9
0,0.9,2000,7.5,0.0,0.0,0.0,Spring,No Holiday,No,May,10
1,1.0,1960,7.6,0.0,0.0,0.0,Spring,No Holiday,No,May,10
2,1.9,1895,8.3,0.0,0.0,0.0,Spring,No Holiday,No,May,10
3,1.7,1698,8.3,0.0,0.0,0.0,Spring,No Holiday,No,May,10
4,0.6,1351,8.4,0.0,0.0,0.0,Spring,No Holiday,No,May,10
5,0.9,974,8.1,0.0,0.0,0.0,Spring,No Holiday,No,May,10
6,1.0,885,8.0,0.02,0.0,0.0,Spring,No Holiday,No,May,10
7,1.6,876,6.9,0.34,0.0,0.0,Spring,No Holiday,No,May,10
8,2.2,1211,6.5,1.01,0.0,0.0,Spring,No Holiday,No,May,10
9,1.7,1318,6.4,1.76,0.0,0.0,Spring,No Holiday,No,May,10
10,2.3,1235,7.3,2.325,0.0,0.0,Spring,No Holiday,No,May,10
11,3.1,1015,7.9,2.325,0.0,0.0,Spring,No Holiday,No,May,10
12,2.3,1320,8.7,2.325,0.0,0.0,Spring,No Holiday,No,May,10
13,2.9,1078,8.6,2.325,0.0,0.0,Spring,No Holiday,No,May,10
14,3.7,1142,9.4,2.325,0.0,0.0,Spring,No Holiday,No,May,10
15,4.0,946,9.9,2.325,0.0,0.0,Spring,No Holiday,No,May,10
16,3.9,1154,10.0,2.325,0.0,0.0,Spring,No Holiday,No,May,10
17,3.4,1075,9.6,1.83,0.0,0.0,Spring,No Holiday,No,May,10
18,3.5,790,10.3,1.05,0.0,0.0,Spring,No Holiday,No,May,10
19,3.6,675,10.8,0.35,0.0,0.0,Spring,No Holiday,No,May,10
20,2.1,520,10.5,0.02,0.0,0.0,Spring,No Holiday,No,May,10
21,2.4,460,10.1,0.0,0.0,0.0,Spring,No Holiday,No,May,10
22,2.3,452,9.8,0.0,0.0,0.0,Spring,No Holiday,No,May,10
23,1.1,369,9.9,0.0,0.0,0.0,Spring,No Holiday,No,May,10
0,1.5,334,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
1,1.8,287,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
2,1.4,321,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
3,0.9,297,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
4,0.7,315,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
5,1.5,358,9.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
6,0.4,321,9.1,0.01,0.0,0.0,Spring,No Holiday,Yes,May,11
7,1.0,314,9.4,0.1,0.0,0.0,Spring,No Holiday,Yes,May,11
8,1.2,330,9.3,0.41,0.0,0.0,Spring,No Holiday,Yes,May,11
9,0.7,342,9.3,0.84,0.0,0.0,Spring,No Holiday,Yes,May,11
10,2.4,423,9.5,2.05,0.0,0.0,Spring,No Holiday,Yes,May,11
11,1.4,519,9.3,2.325,0.0,0.0,Spring,No Holiday,Yes,May,11
12,1.4,685,8.3,2.325,0.0,0.0,Spring,No Holiday,Yes,May,11
13,2.8,688,8.4,2.325,0.0,0.0,Spring,No Holiday,Yes,May,11
14,2.2,606,9.2,2.325,0.0,0.0,Spring,No Holiday,Yes,May,11
15,3.3,484,8.2,1.83,0.0,0.0,Spring,No Holiday,Yes,May,11
16,3.2,542,9.5,0.94,0.0,0.0,Spring,No Holiday,Yes,May,11
17,2.6,1084,6.6,0.8,0.0,0.0,Spring,No Holiday,Yes,May,11
18,3.1,1819,2.9,0.36,0.0,0.0,Spring,No Holiday,Yes,May,11
19,2.5,1223,6.8,0.06,0.0,0.0,Spring,No Holiday,Yes,May,11
20,0.9,1328,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
21,1.5,1273,6.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
22,1.1,1327,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
23,1.6,1327,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,11
0,1.3,1052,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
1,1.8,866,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
2,1.0,730,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
3,0.5,700,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
4,0.8,867,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
5,1.2,903,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
6,1.3,560,9.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
7,1.5,525,10.1,0.04,0.0,0.0,Spring,No Holiday,Yes,May,12
8,1.0,296,9.8,0.1,0.0,0.0,Spring,No Holiday,Yes,May,12
9,1.0,168,11.0,0.14,0.0,0.0,Spring,No Holiday,Yes,May,12
10,1.3,221,11.1,0.12,0.0,0.0,Spring,No Holiday,Yes,May,12
11,1.0,184,11.3,0.14,0.0,0.0,Spring,No Holiday,Yes,May,12
12,0.8,238,11.8,0.14,0.0,0.0,Spring,No Holiday,Yes,May,12
13,0.6,327,12.1,0.14,0.0,0.0,Spring,No Holiday,Yes,May,12
14,0.8,211,12.5,0.15,0.0,0.0,Spring,No Holiday,Yes,May,12
15,0.8,194,12.8,0.12,0.0,0.0,Spring,No Holiday,Yes,May,12
16,0.7,196,13.3,0.12,0.0,0.0,Spring,No Holiday,Yes,May,12
17,0.7,270,13.9,0.08,0.0,0.0,Spring,No Holiday,Yes,May,12
18,1.9,340,14.9,0.03,0.0,0.0,Spring,No Holiday,Yes,May,12
19,0.7,403,15.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
20,0.3,343,15.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
21,0.6,193,15.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
22,0.4,179,15.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
23,1.6,235,15.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,12
0,1.5,181,15.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,13
1,1.7,173,14.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,13
2,2.9,359,14.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,13
3,1.5,135,13.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,13
4,2.9,27,13.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,13
5,0.8,105,13.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,13
6,0.4,251,13.1,0.01,0.0,0.0,Spring,No Holiday,Yes,May,13
7,1.6,468,13.3,0.1,0.0,0.0,Spring,No Holiday,Yes,May,13
8,1.3,834,13.7,0.26,0.0,0.0,Spring,No Holiday,Yes,May,13
9,1.0,986,14.0,0.53,0.0,0.0,Spring,No Holiday,Yes,May,13
10,2.2,1090,13.2,0.55,0.0,0.0,Spring,No Holiday,Yes,May,13
11,1.6,1209,12.5,1.37,0.0,0.0,Spring,No Holiday,Yes,May,13
12,1.2,1489,11.5,2.325,0.0,0.0,Spring,No Holiday,Yes,May,13
13,1.9,1145,12.3,2.26,0.0,0.0,Spring,No Holiday,Yes,May,13
14,2.9,929,12.6,1.99,0.0,0.0,Spring,No Holiday,Yes,May,13
15,2.5,941,12.4,2.01,0.0,0.0,Spring,No Holiday,Yes,May,13
16,2.9,857,12.7,1.97,0.0,0.0,Spring,No Holiday,Yes,May,13
17,2.6,1099,12.1,1.61,0.0,0.0,Spring,No Holiday,Yes,May,13
18,1.3,1111,12.4,0.95,0.0,0.0,Spring,No Holiday,Yes,May,13
19,2.0,886,12.6,0.34,0.0,0.0,Spring,No Holiday,Yes,May,13
20,2.3,827,12.3,0.02,0.0,0.0,Spring,No Holiday,Yes,May,13
21,0.9,535,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,13
22,2.2,433,11.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,13
23,1.3,326,11.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,13
0,1.2,340,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,14
1,1.3,307,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,14
2,1.6,191,11.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,14
3,1.5,180,11.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,14
4,1.3,210,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,14
5,0.8,241,10.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,14
6,0.3,252,10.3,0.02,0.0,0.0,Spring,No Holiday,Yes,May,14
7,0.4,292,10.1,0.23,0.0,0.0,Spring,No Holiday,Yes,May,14
8,0.9,313,10.2,0.44,0.0,0.0,Spring,No Holiday,Yes,May,14
9,0.6,437,10.4,0.76,0.0,0.0,Spring,No Holiday,Yes,May,14
10,0.9,479,10.4,1.23,0.0,0.0,Spring,No Holiday,Yes,May,14
11,1.4,463,11.7,2.07,0.0,0.0,Spring,No Holiday,Yes,May,14
12,1.8,428,12.4,2.325,0.0,0.0,Spring,No Holiday,Yes,May,14
13,1.9,404,13.4,2.325,0.0,0.0,Spring,No Holiday,Yes,May,14
14,1.6,391,13.8,2.325,0.0,0.0,Spring,No Holiday,Yes,May,14
15,1.6,353,15.4,2.24,0.0,0.0,Spring,No Holiday,Yes,May,14
16,2.6,346,14.3,1.81,0.0,0.0,Spring,No Holiday,Yes,May,14
17,1.9,466,13.5,1.42,0.0,0.0,Spring,No Holiday,Yes,May,14
18,3.1,666,11.9,0.85,0.0,0.0,Spring,No Holiday,Yes,May,14
19,1.8,598,13.4,0.31,0.0,0.0,Spring,No Holiday,Yes,May,14
20,2.1,411,14.3,0.02,0.0,0.0,Spring,No Holiday,Yes,May,14
21,1.4,357,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,14
22,0.6,325,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,14
23,0.8,291,13.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,14
0,0.5,287,13.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
1,0.6,277,13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
2,0.4,350,12.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
3,0.4,402,11.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
4,0.8,440,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
5,0.6,330,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
6,0.8,235,12.7,0.03,0.0,0.0,Spring,No Holiday,Yes,May,15
7,1.2,239,12.5,0.36,0.0,0.0,Spring,No Holiday,Yes,May,15
8,1.1,254,12.3,0.88,0.0,0.0,Spring,No Holiday,Yes,May,15
9,0.8,381,10.8,1.58,0.0,0.0,Spring,No Holiday,Yes,May,15
10,0.9,879,7.2,2.18,0.0,0.0,Spring,No Holiday,Yes,May,15
11,1.8,973,8.7,2.325,0.0,0.0,Spring,No Holiday,Yes,May,15
12,1.1,1133,10.0,2.325,0.0,0.0,Spring,No Holiday,Yes,May,15
13,1.5,1306,10.4,2.325,0.0,0.0,Spring,No Holiday,Yes,May,15
14,0.9,1348,10.6,2.325,0.0,0.0,Spring,No Holiday,Yes,May,15
15,1.7,1602,13.3,1.89,0.0,0.0,Spring,No Holiday,Yes,May,15
16,2.4,1629,12.6,1.44,0.0,0.0,Spring,No Holiday,Yes,May,15
17,1.7,1404,14.6,1.06,0.0,0.0,Spring,No Holiday,Yes,May,15
18,2.5,1113,15.1,0.43,0.0,0.0,Spring,No Holiday,Yes,May,15
19,0.9,1063,15.2,0.1,0.0,0.0,Spring,No Holiday,Yes,May,15
20,1.0,908,15.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
21,0.7,884,16.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
22,0.6,742,16.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
23,1.0,795,16.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,15
0,0.8,745,16.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
1,0.5,686,17.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
2,0.3,531,17.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
3,0.7,327,20.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
4,0.5,387,19.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
5,0.6,399,20.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
6,0.9,269,21.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
7,0.7,342,21.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
8,1.2,683,21.2,0.04,0.0,0.0,Spring,No Holiday,Yes,May,16
9,3.1,569,21.6,0.06,0.0,0.0,Spring,No Holiday,Yes,May,16
10,1.7,176,21.9,0.05,0.0,0.0,Spring,No Holiday,Yes,May,16
11,4.3999999999999995,832,21.5,0.17,0.0,0.0,Spring,No Holiday,Yes,May,16
12,4.0,1497,20.6,0.22,0.0,0.0,Spring,No Holiday,Yes,May,16
13,2.4,682,21.2,0.06,0.0,0.0,Spring,No Holiday,Yes,May,16
14,2.9,1327,21.3,0.39,0.0,0.0,Spring,No Holiday,Yes,May,16
15,2.9,313,21.3,0.2,0.0,0.0,Spring,No Holiday,Yes,May,16
16,1.8,206,21.2,0.18,0.0,0.0,Spring,No Holiday,Yes,May,16
17,3.2,207,21.3,0.14,0.0,0.0,Spring,No Holiday,Yes,May,16
18,2.1,191,21.3,0.08,0.0,0.0,Spring,No Holiday,Yes,May,16
19,2.2,196,21.3,0.01,0.0,0.0,Spring,No Holiday,Yes,May,16
20,2.2,156,21.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
21,1.3,160,21.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
22,1.5,164,21.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
23,0.9,158,21.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,16
0,1.6,152,21.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,17
1,2.1,192,21.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,17
2,1.3,175,21.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,17
3,0.6,113,21.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,17
4,2.4,1965,18.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,17
5,0.9,1927,18.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,17
6,0.3,338,18.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,17
7,0.3,125,18.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,17
